user_id,name,review_count,gijun,review_scale
CIZGlEw-Bp0rmkP8M6yQ9Q,Scott,2291,name,23
0zDHiDbj79uBOy3OAcE25A,Maruko,2280,name,23
ybJkYYEBvFGVb-or4i9_oA,Rebecca,2277,name,23
U-blmCm_qUbibUUgqDSB_g,Juan,2258,name,23
ILvXe0EWKAH45eyUUxlv0g,Emily,2255,name,23
6ce1NSAUt1Kr7efrLI8XQA,MICHELLE,2250,name,23
EO1Cz15wYnHQ0aGc9T6tzw,Franco,2248,name,22
cufhYFdyrUAt4SWe-m0grQ,Johnny,2246,name,22
ZRnsUs9q6DbeJbOLjCY4ZA,Kent,2239,name,22
ILk4dRvuBf6Axfq3qBkoxw,Sadri,2238,name,22
Zl1fJNTzNULZiqBRShxUYA,John,2235,name,22
Ryxj0u0AW3mRsRypdYli2A,Arnel,2229,name,22
fHH6b6yDm1PSoC0G7VPRdA,Ro,2216,name,22
wzyGNvArcpUjZauRWFrKHA,Bill,2206,name,22
VgtcRwMPiAEeuPsayXB4kA,Maximillian,2205,name,22
M1cMsRL4L7IUr9RILDywEQ,Matt,2201,name,22
Ug0ujy9-jd0Oc2nk3KIotA,Messer,2200,name,22
pou3BbKsIozfH50rxmnMew,Brett,2192,name,22
eKUGKQRE-Ywi5dY55_zChg,Cherylynn,2190,name,22
_pBzBgtCTN9PNUPfgPDI8A,Trina,2179,name,22
I-FmdvI28N7OIIt4JZOgIg,Tiffany,2177,name,22
qgLwRvE6JkK_KnbuT5AKmA,Marcus,2170,name,22
R1FVpAyl_BtxHBWdau2VLg,Mark,2167,name,22
ZpUI9ze0YlA6nMSHwx3ZYQ,Derek,2167,name,22
mlXIzLHZ2RAw3MMzpBsFlA,Jon,2165,name,22
kW2dk1CWihmh3g7k9N2G8A,Shradha,2165,name,22
Xxvz5g67eaCr3emnkY5M6w,Jen,2164,name,22
Ggx8iUdJ7lsQSqXRuclXtg,Nadine,2160,name,22
djxnI8Ux8ZYQJhiOQkrRhA,Abby,2158,name,22
4SJS_m-JXc0oASx6x5Mjkw,Min,2157,name,22
WALNtcSZlONK4Yj-o3pzKA,Dan,2156,name,22
jT1japLeFEucHwEaEmFf5g,Ronald,2142,name,21
mVA4IeYyVKPUWRrN5oplMA,Nat,2130,name,21
BOU25_BWQnLdFJBKUe2XdQ,M,2127,name,21
4u8zZaT5m7nO1WazdKA2sw,Nino,2127,name,21
TqXAebtAtO90ZmN_odc8mQ,Nora,2121,name,21
h7p-GuaHFGsiKCF4g6Bjqg,Alexis,2101,name,21
W3Z5K5Ks4PJHo_RFexaqdA,Wendy,2100,name,21
_BHTC7nyCBoZcfiiD5cOXg,Gourmet,2100,name,21
lConjPFTZqz4zWELK_EJtw,Keila,2097,name,21
igaoaFNkX7ieMuyUBg0u5w,Leang,2096,name,21
d67zTET_2IuVoWcUU0aWaQ,Janet,2088,name,21
yh8_9Ix1wp9dekvyOZbilQ,Christina,2086,name,21
Lu8y2ayxVlAzuJEVfVcH4w,Rebekah,2085,name,21
ACUVZ4SiN0gni7dzVDm9EQ,Tiffany,2080,name,21
9VJa4yxtnLct0pN_1RcD_w,Jordan,2079,name,21
o2Or6xqxeWaE46tdzK0UGg,Lisa,2074,name,21
0G-bcpdR48tfZy6koGUiTQ,Rhea,2067,name,21
B-s-8VUnuBjGTP3d01jsyw,Allie,2057,name,21
Ed20T0T3jkAqVBBiyXju6A,Jen,2046,name,20
Yjer78RnYr7OCzirgdcOaw,Louis,2044,name,20
pW9LvtC-hZ0PRAOUn7aZ2A,Matthew,2041,name,20
HpQ6AMW-v2iDFPOE6fkm0Q,Lolo,2035,name,20
kxA0vTDi1KABuA5Tgg1HKA,Erika,2032,name,20
MurRkRS5aYaa1IfaRY20_Q,Denis,2028,name,20
UOM1TCOUqT2UD19p-yxWLA,Ai,2028,name,20
JADdo9NEeO5Az9aOYbyvZA,Manda Bear,2027,name,20
IhmBr-yHC8xLjdnoq7O37w,Amuse,2027,name,20
lXKjU1d7uy4aG0c5dNTATw,Mika,2023,name,20
EDBTE8HMO-iN5hAi9B382A,Cindy,2022,name,20
hcGgZ4PbKcM3K1clw7tEGA,Meg,2020,name,20
IlGYj_XAMG3v75rfmtBs_Q,Dominik,2017,name,20
d8KR5c1ievS0C53h4fhEeQ,Kevin,2016,name,20
kZJWAY828P8QZTqVYzhTCg,Fancypants,2014,name,20
U13tLFucJNz1fNv_Xgdj0g,Mel,2010,name,20
1dQiuUvvK8427TBmqj_4Vg,Amy,2009,name,20
6EHbIv5w2I4XbXs3dG_D1Q,David,2008,name,20
XjrLnxoD8_OC9nnKg5H2_Q,Hideo,2006,name,20
gfyW0vuJls8ARoHmogfcmw,Marilyn,2003,name,20
mIo2cFs_89a7i0DWHT9F-w,Courtney,2000,name,20
Tqm7Wu7IBJ1td3Ab5ZpUhw,Brian,1998,name,20
eIa4QJXp5ZNmuFORnuPvDA,Ziyan,1995,name,20
nj3syiLs3lABLtPVyL0ivA,Javier,1994,name,20
5ju4tmqmdYS3QquclUxIkg,Sheri,1991,name,20
Ve0LUwcrzxL7w0RYgY4Aaw,Katy,1988,name,20
53bZ_EsXH71L7iFs5MP9_w,Cynthia,1988,name,20
N1ZCuhN0EFevaIfn6uRTNQ,Alexandra,1985,name,20
QJI9OSEn6ujRCtrX06vs1w,J,1982,name,20
vXrUBAIN4aoCt7F5p0kU_g,Michelle,1980,name,20
IU86PZPgTDCFwJEuAg2j7g,Danny,1976,name,20
VYOQLKuR0Ugy9lU-QiOuLw,Realtor Karl,1976,name,20
1wE7oHKgNOLPM0QWS3jm9w,Ed,1964,name,20
cKJ0r01eF7E-tYp2FQOyRA,Michelle,1961,name,20
kroQYWSj-BhIEXT4VwLRHA,David,1961,name,20
ZD84600Tw1WqeKpVuNiKzg,Vivian,1948,name,19
HYQoxBC1y1DGPq6pGP09Tw,Matt,1947,name,19
fr1Hz2acAb3OaL3l6DyKNg,Boon,1940,name,19
HXOfPXPMvdXNpQ_l0RRjKw,Jeffrey,1939,name,19
oqCtfkf3IcwLF7A5iLlxlQ,Andrea,1938,name,19
UVxY0iyPaqY7s4BSFtt-xA,Wanugee,1935,name,19
j5ezF5mEGpnDwdTmAHci7Q,Albert,1934,name,19
dIIKEfOgo0KqUfGQvGikPg,Gabi,1932,name,19
CxokSknwJgvxMmbHPdS0tA,Óscar,1930,name,19
d_TBs6J3twMy9GChqUEXkg,Jennifer,1929,name,19
ET8n-r7glWYqZhuR6GcdNw,Michelle,1928,name,19
j4BMT5Oyrt15-pwK3cRSZw,Jen,1927,name,19
xxB5F6TJ4J1MlNufCdqz2Q,Monica,1925,name,19
NIhcRW6DWvk1JQhDhXwgOQ,Lia,1921,name,19
b_Z2vamgc15EzlHeW9t6yA,Susan,1921,name,19
qWYEuBZP7av55tewg3PXKg,Mary Kate,1920,name,19
qgXcgfdrk5tzmLBq4_h6mQ,James,1914,name,19
TwjiWvK0ZP15lzGC049oIQ,Darylynn,1914,name,19
VHdY6oG2JPVNjihWhOooAQ,Jessica,1905,name,19
SUAFCKtkx8RrQ6EgJQIVrw,GT,1904,name,19
YRcaNlwQ6XXPFDXWtuMGdA,Chris,1897,name,19
wce0tudXf9BCeWhQRr0TiA,Darya,1894,name,19
Lr-B-r-KF80yFy-2u336bw,Eugene,1890,name,19
G5LXEaxhQMF_BVjNHkVr7g,Nish,1889,name,19
adKonsQWY64vJYglPotH5Q,Stefanie,1889,name,19
5v1OwXLi9RgErLclZKxCEQ,Andy,1887,name,19
lufa4bHQd3XLYQE1zXis0g,Lisa,1886,name,19
cPcStFGBlk-6lWWsttIfVQ,Ee Vonn,1886,name,19
1HM81n6n4iPIFU5d2Lokhw,Shannon,1883,name,19
Y6XH1iNsuuGAcO5nODI6rg,Michael,1880,name,19
AHRrG3T1gJpHvtpZ-K0G_g,Brittany,1878,name,19
wZG2xlICfUkJiY1NdPJH2A,Naomi,1878,name,19
Q3q6jppP-2bYL-jRna_FSg,Monica,1876,name,19
uIZWBUF9ovbXWG2dVJ6Zfw,Joe,1875,name,19
LMPWMy_kvHjlUzVQ_9jz6A,Dung,1874,name,19
ajMm_rBqbKYALu-I8-__Kg,Brian,1868,name,19
gfQqQYI5_hCAGEHlHXIz2Q,Cherie,1865,name,19
BUB_t_Rvzs1yPEzZipkWjw,Laura,1864,name,19
GcdYgbaF75vj7RO6EZhPOQ,Kathleen,1863,name,19
LU7ikPXZ5R8tv4oNQZQkKw,Fatty,1863,name,19
#NAME?,Doctor,1862,name,19
WNbVCtfq2lGMEwLDXyyd6A,Heejin,1860,name,19
XCW5pJCDhvlW76XTSUEkIg,Ivy,1857,name,19
HGTdyEDygTqANThO64WDWQ,Steve,1856,name,19
uIBhZTxEdOw1FRVpSJ45mQ,Franklin,1856,name,19
SsgDGJWBNvefjY0z8XsVCQ,Kislev,1848,name,18
ouODopBKF3AqfCkuQEnrDg,Danan,1843,name,18
0CKo5RHHoN6AI7vSMnKV_g,Timmy,1840,name,18
ya3mbvTaymecfrTc08SxhQ,Angela,1831,name,18
CiYRhDyFbsDbWR45uv822w,Fannie,1829,name,18
aVaa64zb_-d6VTY3XcXyIQ,Jane,1827,name,18
iT1AA74QFn_a0Xq9-ggSGA,John L.,1818,name,18
lvGlIBv4xkHiQBnNOuRYZQ,J,1815,name,18
AyVI_VJ3My6ibiIkcLQYGw,O M,1812,name,18
Vkj42md-5O3VoOD9pBg6Sw,Rick,1810,name,18
ir689oBNmrJXOspb4yq_Jg,Kim,1810,name,18
uZdFsE_aHbFBChgN6Xa8tw,Chris,1805,name,18
MGPQVLsODMm9ZtYQW-g_OA,Jelena,1805,name,18
f8W2Qv9QosVaP-dRQwLEyw,Schel,1803,name,18
NVei24-9k5GIZNRR1xGcRQ,Tom,1801,name,18
3lUkFxUQKeMUYH7-z_kmjg,Angela,1800,name,18
l-tDF960t9BakjyH34XfTA,Tiffany,1799,name,18
YbZg36FoMgkKcTEPae5siA,Amy,1799,name,18
hYWwocw-J4KdyGLrUlOYXA,Felicia,1798,name,18
zvQ7B3KZuFOX7pYLsOxhpA,Ramona,1798,name,18
rcU7ysY41qGppbw4pQgjqg,Damien,1790,name,18
YMgZqBUAddmFErxLtCfK_w,Samantha,1789,name,18
shVyD312LNnLUvQEPdzo7g,Alison,1788,name,18
IC0awH6Csw-25fQSfnwNiQ,Heiko,1788,name,18
Dd6ElS2Cng3Qag_h4IQC-Q,Jennifer,1782,name,18
rDqapmGz04gIUH-mecYrJQ,Nicole,1781,name,18
UQa9RqoJZWAawzqN-2pT2Q,Francine,1781,name,18
EID2miAhF8Z-XPHPzajhOA,Roger,1776,name,18
oSN3M4_WKdlTsnpgqPDiBg,Steph,1775,name,18
lmL1P6wJi0Z8Jg8DTPqawQ,Jeff,1775,name,18
dHxvSPU6PZqX1LQRXajGDQ,Kimberly,1770,name,18
sOhv5LHFsyf8t1JpgnocMQ,Denise,1769,name,18
2bHSZhM0huV8LRh3YHaOSQ,Jennifer,1767,name,18
v-HcprOKPC1_F5_15t4JDw,Christopher,1764,name,18
xzWwfb0iVk4w8u1laXmuSg,Amy,1758,name,18
3zxy3LVBV3ttxoYbY4rQ8A,Farrah,1753,name,18
Dxdev0VPVFpNLvrpKzu8SQ,Elaine,1749,name,17
Rhvt5HoMG7mayNd437Vm2w,Chrysanthemum,1748,name,17
yz0s55qwi_WqVjmbyZ9ICw,Brian,1745,name,17
iwkoNii9w7LK2tNQJ6UCug,Joyce,1741,name,17
eqwYJSlHsGYaotedCtdX0A,Justin,1738,name,17
3_VJtoQDyvvhIDhnNaaL_A,Stefan,1738,name,17
KFiz7nL-lRFF-xIgOPZLkg,Richard,1735,name,17
0G-QF457q_0Z_jKqh6xWiA,Joi,1734,name,17
D2epirooWNjvwTI6MFhNGw,Susy,1733,name,17
#NAME?,Katharine,1729,name,17
POAKZScwldLTMCtvezW5mA,Lisa,1725,name,17
iztl5NRH01qvWA0LEICw8Q,Daren,1725,name,17
cuVrNmt7_WtBn1uz5L_p0g,Mike,1721,name,17
Ma_gwnVShENgTuhHNpAvyQ,David,1717,name,17
lCmvpQfFpdxhbWVM59eUCg,Jocelyn,1711,name,17
hzmTQMkTGTUQ-aRdKAcUzA,Andre,1710,name,17
o5STsEtfvD1Ig0J7Z-1uxA,Alex,1709,name,17
m5cBT7OYfn0HM0d-RCsdZQ,Miika,1707,name,17
NoOaVw8YAe4SlgWGLWMY8Q,Yan,1704,name,17
WG0kTEJJNfT1egnunxpsvQ,Ticha,1703,name,17
sGJvx1MTsetDzsnrHfJHLg,Aaron,1699,name,17
es15UP55rfli8OTgYr7cZA,Mary,1697,name,17
ypm9IB9iZkwY71FKkYeLkg,Angela,1697,name,17
wEE-YMx5pmSuagLtNxMPKA,Stephanie,1697,name,17
ZCgJbuBhHiGZd9yZ_kq6qg,Christopher Steven,1696,name,17
TmljCl6px9_1D-V1dEUR-w,Alf,1693,name,17
ACwBMSJzgW6vOvV7vOrk8Q,Matthew,1692,name,17
LWwmuZJjI4jeB95fQGbG0Q,Shalini,1692,name,17
drzHAHTHFnThHW0R0rOdDQ,Nic,1692,name,17
fgwI3rYHOv1ipfVfCSx7pg,Emi,1690,name,17
RkVNb4DpKwehS3FAziAMVA,Kelly,1690,name,17
tlY0QMQDyfjQAEwHnzvFnw,Ken,1690,name,17
gAvuqk1q2uAo2BJzZDLmDQ,Matt,1690,name,17
mDBAmEsyxuVTTT70dK-dqA,Elsie,1689,name,17
TylOr9YYTV3znqIvH7kdmQ,Ted,1687,name,17
k0m5nvgAIIA24t_iPZOAsw,Reed,1685,name,17
rv9d5TcnnxuOCX7ole_Clg,Jon,1681,name,17
#NAME?,William,1680,name,17
23J4vG9_xxxdnmi8CBX7Ng,Joan,1678,name,17
dsX3MiQiTy3OVI8MKn0I4w,Andy,1674,name,17
0dIvVs3PY64bE3PZF-8V8A,Lorraine,1674,name,17
PcgtOrx8nNChB__ccEPPDw,Andrew,1671,name,17
LPTq2-fZ9_TsG5o8lAWCGg,Vicky,1669,name,17
QuZbJquRtbY9O9JrB9NpxQ,Jim,1668,name,17
ncIHRw4Vx3Wh9mZhLZxB7g,Mindy,1668,name,17
UYcmGbelzRa0Q6JqzLoguw,Emily,1664,name,17
UtmsHIyNNgeVZlm6CYLWjA,Sal,1663,name,17
-3s52C4zL_DHRK0ULG6qtg,Sara,1663,name,17
7dnh9OrD8LekBwvachGH5Q,Darrell,1660,name,17
LAX-mM-cOJ2ownL-waC8ww,Sean,1660,name,17
rLCbMQmIuWnlI-IhIj51kQ,Ryan,1659,name,17
ibZIMJ55dvoqag4_JrQ4sw,MaryLou,1659,name,17
oW2bCSJ5bIHyRnoZvkHwDg,Uncle Fishbits Aeneas,1659,name,17
2hMNc8G87MGYw4PomxT8AQ,Cassie,1658,name,17
ncAOj5Xz-XS6bpSnTWp3tQ,Austin,1655,name,17
7ziWZULyiZv2TesYNMFf4g,Linda,1651,name,17
d_-ypwVYiP-DswClkAg8Iw,Anne Explores LA,1650,name,17
864nL0po2ldN8TPgbSiwOQ,Walter,1650,name,17
SAfNyiLVgPZzp_aGpXnfwg,Chris,1648,name,16
OKX-V5j_qfuOebeHeWGrHg,Paul,1647,name,16
AK_jwiwOcW4YU-dlh-uciQ,Kent,1647,name,16
wCtf5_zG8EpWiBp_Oi7P0g,Sarah,1647,name,16
BPZEAoU0sB6CFGusTErUuA,Vince,1645,name,16
cJCYCEfDL4n5TgU9y8RTWg,Allister,1644,name,16
mvK1pv-x0Z5rP4Hz9cWBWw,Betty,1642,name,16
ELcQDlf69kb-ihJfxZyL0A,Brad,1642,name,16
yrWJ4YZWvFj_NDOvTRaAqA,Jessie,1642,name,16
qmVXmbchh1V-PYSpvWU_rw,Adam,1640,name,16
AX6_NL1_GTM2tcN9jn8mQw,Alice,1639,name,16
gqL5KBs2oS7qobnyd99iKg,Stacy,1638,name,16
37cpUoM8hlkSQfReIEBd-Q,Mike,1634,name,16
VL12EhEdT4OWqGq0nIqkzw,Mark,1634,name,16
o1_sfJ71nrq5QrF00v3Icw,Joe,1633,name,16
PcvbBOCOcs6_suRDH7TSTg,Juan,1631,name,16
RlXfOTtpgTfcisRmukrGbw,Jenn,1629,name,16
V5Th21KjUiYLJQyV-vGtpg,Ben H,1628,name,16
ZBLZIOrO3DZJzDFlFO-bJw,Carlos,1628,name,16
YSfAlm6XNaym-JOrRjv3Tg,Kathleen,1627,name,16
swmrfBnaqU0nyJ3pFBfNgQ,Ry,1627,name,16
jipgimnSNp3qdK2dKUQvBg,Cat,1626,name,16
MnYfi2DODiZkLIwJFuwB2g,Bill,1622,name,16
itXMelaTleEjLIFWCJtnwg,Christina,1620,name,16
4EkDs9ZvbnmwGhmm6bGH7A,Arnold,1618,name,16
nl8gWLDo6U6MjqzbBmE_9A,Vivian,1618,name,16
h2LtQ1s5X20d0yrdqUMJ0Q,Christopher,1618,name,16
gZ7mbHLlQsLd6S_i5U69tQ,Nicole,1618,name,16
JTVSbPB1EjjMu05JwWCP3A,Dan,1615,name,16
o4tYl3Hz0oDfpNn4k02DCw,Sandy,1614,name,16
8Zocr6jVED5JQEBvqwEBZw,Pasquale,1613,name,16
vx6BAchvzvetqHOOe3-sQg,J,1610,name,16
viwKpVVaOhWur77Sh4L4cw,Char,1608,name,16
U9yWtQO_0LPjtaU9jN0JsA,Jean,1608,name,16
y3FcL4bLy0eLlkb0SDPnBQ,Mel,1606,name,16
j_orXueAYJBft-VUNbs1IA,Mark,1606,name,16
A2N4y0VeZ-3TtmBVCSVVnQ,Demitri,1604,name,16
Txa_sNMUSHfNzHwaV034fQ,Amber,1604,name,16
hN03Wim4nDQ-824277aEsQ,Tyler,1601,name,16
BZZKX1-LuWoruSstXPzanQ,Jaimee,1601,name,16
5aCEquYmXUIsWmpUp1gqxA,Kathleen,1600,name,16
i-DWCn1Xk5-exHi0mBDO1g,Esther,1600,name,16
drrUNO_oPVFTCl0Piew-0Q,Rachel,1596,name,16
A_OETe5Xr26FTNRPkRQ4zw,Nicole,1596,name,16
Bf87HcPERF9yiSjb2tQBqw,Kevin,1595,name,16
ic-tyi1jElL_umxZVh8KNA,Owen,1595,name,16
WPl2gULxrrh_GoypMzHF-A,P,1595,name,16
Ctrp5IoEKHkixDSIyYHDpw,Nick,1592,name,16
vYMvOTL31e0KbTo9Hd0tjg,Nick,1591,name,16
oyXIV-9GRBBZrFydPCaR2w,Candace,1590,name,16
cRswprTqOiV1riVO25EqIw,Keiko,1590,name,16
Dfu-NuG1YWB96jjBLIlsrA,Krysten,1590,name,16
peuxbSQwXed-81cSqL7Ykw,Brittany,1590,name,16
UKU5x7fgNWzzdpCh3PqS0A,Canny,1589,name,16
9TT_mBR1xKn5I62vg1yu7w,Athena,1588,name,16
psvC7bj9A5Sn0NU3QVvE8Q,Daniel,1587,name,16
10Xfhcdi9PZiYUoNbHn3jg,Maria,1585,name,16
3HSmHE-FQZ7b2kyfa1e64A,William,1583,name,16
lByMP4tkeruOw5HdjtXTpQ,Dennis,1580,name,16
ODsM6-_BvHt6-cqNylJn7g,Benny,1578,name,16
BI4lPhrUpmEySIJUywjIjQ,Dee,1576,name,16
FC1ZSB9fd4WlDMSAbEjq8Q,Stephanie,1574,name,16
hzKQOJI8-7TM-BstJpSVCA,Amanda,1571,name,16
CJmtS1Uk1KSsY2MWol_E7g,Asuka,1566,name,16
zzpgpo54-_P-4rzzBtOuLQ,Aurélie,1563,name,16
jt49xjEjQisu6wTTGn6B3A,Annette,1563,name,16
w5bAI7USuCvyl8kZzj6sQw,Diana,1561,name,16
hqojrGeufv6qYpN00R-OsA,William,1561,name,16
_cUtxCvCccwgNJzD5I0cDA,Kyle,1560,name,16
s8nkbQAlrVPfg1u4anGKtw,Kelly,1558,name,16
w57Yn8npGhdDHmHFGKk2jA,Cheri,1557,name,16
tXhscxwFTd-ayLTdPx_2yA,Jonah,1556,name,16
jrMxBHW3SlUGVGYWvPsHWA,Char,1555,name,16
To0GTLW5MGZwOg5TxxZIQA,Ericka,1554,name,16
jH4i-q5cyHdLKDTJER0oew,Conor,1554,name,16
6JehEvdoCvZPJ_XIxnzIIw,Heather,1552,name,16
pD4c0eVE0ImAgcag4w4-lA,Pauline,1552,name,16
4MJ7go3WJwIcak_17vWw9w,Sarah,1552,name,16
OHVhLKw_uIE7saIt_S-udw,Mike,1550,name,16
Xwn64gTZJhpV9SkMUkmuzw,Ryan,1544,name,15
EvrT_21w6SsR7c5No-QcLQ,Christopher,1544,name,15
X8XtoFBoAiHrw3rZ4v8cRQ,Corey,1543,name,15
G9Vb6yQ047TC3O_-GG4WZA,Connie,1540,name,15
EJPBXvEdaodsPQuYBT6low,Bobby,1537,name,15
SqVUNVeYJblyoUz4e-Fiqw,Joseph,1537,name,15
Mu6wz7_d6OBgRqkl4_NaXw,Kathleen,1536,name,15
X_wC1rgLot5xYG1-fzEpaQ,Enrique,1535,name,15
hFJgRL0m1i1XFXVu7YxGTw,Jeremy,1534,name,15
9GhiQOLaM6ZGrrFG-SppwQ,Bryan,1531,name,15
9U30DANobkrn3Zlu6T9p6Q,Jeff,1530,name,15
fiGqQ7pIGKyZ9G0RqWLMpg,Margret,1530,name,15
XkLK2iBsgqF6mWwDfRgqqQ,Seong,1525,name,15
wlWNPP84F70It_l6OP2_mA,John,1525,name,15
orHVoIN1Oj_rK3KDqcGBIQ,D.,1524,name,15
hsu9lyXiAX5dQD4lLzYyyA,Fred,1524,name,15
qlC607Cyp0Mj91vDFvkp3Q,Nicole,1523,name,15
AvNmiWFeRlGg5LrhcSj6MA,Anthony,1523,name,15
uDBnapEGywTQ0ovaCu7Orw,Shaji,1521,name,15
IzJ36jX6V6ky5BtoN-Agng,Chun,1519,name,15
jwtTBTYuL8249q26lmJH6A,Jessica,1518,name,15
evDmfYHbxqDAy8_27bAUNg,Laura,1517,name,15
OgYi5x02MBukfxPNFe1ePg,Colleen,1516,name,15
baY9cJBx7oprSZNKA3BIHA,Shay,1516,name,15
CCaQxW7i9Xn6fa-XZdhn3g,Opal,1515,name,15
Da_ZO8lKwIacljqKUJbAlw,Jill,1514,name,15
VWJ8PSz6Sg5_AlBvQyGvpw,Mark,1514,name,15
moNhelvHfXSh2BtlpGiDvw,Kristy,1514,name,15
LhFzr2vZDEc2KNHxuiHtIw,Cat,1513,name,15
V-FI5ytm8ZAe8Lo6wdTdBg,Thuong,1511,name,15
4m9NXICYBC5i9t4aTt-I6w,Jason,1510,name,15
TqEOK7uxaXj7SbJZKEktxw,Steve,1509,name,15
gf4tyQgQOtVMkOdvveRHVA,Henry,1507,name,15
1hWXgcDzfvFmWMpBsXfqHw,Juan,1506,name,15
7KVpIdVSWCzI5F7TGxQawA,Natasha,1505,name,15
